序号,名字,品质,类型,属性掉落ID,属性最大等级,被动最大等级,图标,介绍
1443009,九天,4,4,44309,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1543009,片翼,4,5,45309,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1143010,沉虹斩,4,1,41310,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1243010,吞影,4,2,42310,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1343010,破阵,4,3,43310,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1443010,九天,4,4,44310,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1543010,片翼,4,5,45310,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1143011,沉虹斩,4,1,41311,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1243011,吞影,4,2,42311,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1343011,破阵,4,3,43311,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1443011,九天,4,4,44311,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1543011,片翼,4,5,45311,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1143012,沉虹斩,4,1,41312,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1243012,吞影,4,2,42312,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1343012,破阵,4,3,43312,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1443012,九天,4,4,44312,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1543012,片翼,4,5,45312,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1143013,沉虹斩,4,1,41313,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1243013,吞影,4,2,42313,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1343013,破阵,4,3,43313,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1443013,九天,4,4,44313,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1543013,片翼,4,5,45313,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1143014,沉虹斩,4,1,41314,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1243014,吞影,4,2,42314,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1343014,破阵,4,3,43314,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1443014,九天,4,4,44314,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1543014,片翼,4,5,45314,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1143015,沉虹斩,4,1,41315,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1243015,吞影,4,2,42315,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1343015,破阵,4,3,43315,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1443015,九天,4,4,44315,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1543015,片翼,4,5,45315,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1143016,沉虹斩,4,1,41316,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1243016,吞影,4,2,42316,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1343016,破阵,4,3,43316,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1443016,九天,4,4,44316,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1543016,片翼,4,5,45316,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1143017,沉虹斩,4,1,41317,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1243017,吞影,4,2,42317,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1343017,破阵,4,3,43317,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1443017,九天,4,4,44317,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1543017,片翼,4,5,45317,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
1143018,沉虹斩,4,1,41318,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
1243018,吞影,4,2,42318,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
1343018,破阵,4,3,43318,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
1443018,九天,4,4,44318,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
1543018,片翼,4,5,45318,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
3121001,弯刀,2,1,21111,10,5,CommonKnife02_Tex,刀身布满各种花纹，如行云似流水，美妙异常，刀尖弯曲，锋似严霜。
3221001,折铁剑,2,2,22111,10,5,CommonSword02_Tex,名师百炼所得宝剑，锋利非常，价值不菲，是一把不可多得的好剑。
3321001,尖头枪,2,3,23111,10,5,CommonSpear02_Tex,枪头磨得十分尖锐，枪杆长半仗，非常好用的兵器，令人生畏。
3421001,铁脊弓,2,4,24111,10,5,CommonBow02_Tex,铁制的弓，弓弦有较好的韧性，射程虽然不是很远，但箭速很快。
3521001,黑羽扇,2,5,25111,10,5,CommonFan02_Tex,以鹰翎所制，做工精细，漆黑的羽毛之中似乎蕴含着某种力量。
3122001,弯刀,2,1,21211,10,5,CommonKnife02_Tex,刀身布满各种花纹，如行云似流水，美妙异常，刀尖弯曲，锋似严霜。
3222001,折铁剑,2,2,22211,10,5,CommonSword02_Tex,名师百炼所得宝剑，锋利非常，价值不菲，是一把不可多得的好剑。
3322001,尖头枪,2,3,23211,10,5,CommonSpear02_Tex,枪头磨得十分尖锐，枪杆长半仗，非常好用的兵器，令人生畏。
3422001,铁脊弓,2,4,24211,10,5,CommonBow02_Tex,铁制的弓，弓弦有较好的韧性，射程虽然不是很远，但箭速很快。
3522001,黑羽扇,2,5,25211,10,5,CommonFan02_Tex,以鹰翎所制，做工精细，漆黑的羽毛之中似乎蕴含着某种力量。
3131001,鸣鸿刀,3,1,31120,12,6,CommonKnife03_Tex,相传此刀乃是金剑出炉之时，剩余的原料自发流向炉底，冷却后自成的宝刀。
3231001,破山剑,3,2,32120,12,6,CommonSword03_Tex,未开锋刃的重剑，看着暗淡无光，却可以轻易斩破宝山巨石。
3331001,点金枪,3,3,33120,12,6,CommonSpear03_Tex,枪头锋利，枪杆却很轻，操作灵活，可斩可刺，收放极快，令敌人防不胜防。
3431001,神臂弓,3,4,34120,12,6,CommonBow03_Tex,制作精良的弓，威力强大，射程和箭速都数上乘，只是此弓沉重无比，一般人可举不动。
3531001,泥金羽扇,3,5,35120,12,6,CommonFan03_Tex,金石为柄，雕翎为扇，再以金丝勾边，做工极其精良。不仅是力量，更是身份和地位的象征。
3132001,鸣鸿刀,3,1,31220,12,6,CommonKnife03_Tex,相传此刀乃是金剑出炉之时，剩余的原料自发流向炉底，冷却后自成的宝刀。
3232001,破山剑,3,2,32220,12,6,CommonSword03_Tex,未开锋刃的重剑，看着暗淡无光，却可以轻易斩破宝山巨石。
3332001,点金枪,3,3,33220,12,6,CommonSpear03_Tex,枪头锋利，枪杆却很轻，操作灵活，可斩可刺，收放极快，令敌人防不胜防。
3432001,神臂弓,3,4,34220,12,6,CommonBow03_Tex,制作精良的弓，威力强大，射程和箭速都数上乘，只是此弓沉重无比，一般人可举不动。
3532001,泥金羽扇,3,5,35220,12,6,CommonFan03_Tex,金石为柄，雕翎为扇，再以金丝勾边，做工极其精良。不仅是力量，更是身份和地位的象征。
3133001,鸣鸿刀,3,1,31320,12,6,CommonKnife03_Tex,相传此刀乃是金剑出炉之时，剩余的原料自发流向炉底，冷却后自成的宝刀。
3233001,破山剑,3,2,32320,12,6,CommonSword03_Tex,未开锋刃的重剑，看着暗淡无光，却可以轻易斩破宝山巨石。
3333001,点金枪,3,3,33320,12,6,CommonSpear03_Tex,枪头锋利，枪杆却很轻，操作灵活，可斩可刺，收放极快，令敌人防不胜防。
3433001,神臂弓,3,4,34320,12,6,CommonBow03_Tex,制作精良的弓，威力强大，射程和箭速都数上乘，只是此弓沉重无比，一般人可举不动。
3533001,泥金羽扇,3,5,35320,12,6,CommonFan03_Tex,金石为柄，雕翎为扇，再以金丝勾边，做工极其精良。不仅是力量，更是身份和地位的象征。
3142001,沉虹斩,4,1,41219,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
3242001,吞影,4,2,42219,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
3342001,破阵,4,3,43219,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
3442001,九天,4,4,44219,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
3542001,片翼,4,5,45219,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
3143001,沉虹斩,4,1,41319,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
3243001,吞影,4,2,42319,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
3343001,破阵,4,3,43319,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
3443001,九天,4,4,44319,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
3543001,片翼,4,5,45319,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
5011001,木剑,1,0,10101,8,4,CommonSword01_Tex,桃木制成的短剑，小孩子们喜欢用来玩扮家家，据说还有辟邪的功效。
6153001,庖丁,5,1,41319,15,8,CommonKnife03_Tex,钻石刀
6253001,干将,5,2,42319,15,8,CommonSword03_Tex,钻石剑
6353001,龙胆,5,3,43319,15,8,CommonSpear03_Tex,钻石枪
6453001,落日,5,4,44319,15,8,CommonBow03_Tex,钻石弓
6553001,千羽,5,5,45319,15,8,CommonFan03_Tex,钻石扇
9110001,测试白无刀,1,1,10000,2,2,CommonKnife01_Tex,测试白无刀
9111001,测试白一刀,1,1,20000,2,2,CommonKnife01_Tex,测试白一刀
9112001,测试白二刀,1,1,30000,2,2,CommonKnife01_Tex,测试白二刀
9113001,测试白三刀,1,1,40000,2,2,CommonKnife01_Tex,测试白三刀
9120001,测试黑无刀,2,1,10000,3,3,CommonKnife02_Tex,测试黑无刀
9121001,测试黑一刀,2,1,80000,3,3,CommonKnife02_Tex,测试黑一刀
9122001,测试黑二刀,2,1,90000,3,3,CommonKnife02_Tex,测试黑二刀
9123001,测试黑三刀,2,1,100000,3,3,CommonKnife02_Tex,测试黑三刀
9130001,测试银无刀,3,1,10000,4,4,CommonKnife03_Tex,测试银无刀
9131001,测试银一刀,3,1,140000,4,4,CommonKnife03_Tex,测试银一刀
9132001,测试银二刀,3,1,150000,4,4,CommonKnife03_Tex,测试银二刀
9133001,测试银三刀,3,1,160000,4,4,CommonKnife03_Tex,测试银三刀
9140001,测试金无刀,4,1,10000,5,5,CommonKnife04_Tex,测试金无刀
9141001,测试金一刀,4,1,200000,5,5,CommonKnife04_Tex,测试金一刀
9142001,测试金二刀,4,1,230000,5,5,CommonKnife04_Tex,测试金二刀
9143001,测试金三刀,4,1,260000,5,5,CommonKnife04_Tex,测试金三刀
9232001,测试银二剑一,3,2,150000,4,4,CommonSword03_Tex,测试银二剑一
9232002,测试银二剑二,3,2,180000,4,4,CommonSword03_Tex,测试银二剑二
9332001,测试银二枪,3,3,150000,4,4,CommonSpear03_Tex,测试银二枪
9432001,测试银二弓,3,4,180000,4,4,CommonBow03_Tex,测试银二弓
9532001,测试银二扇,3,5,150000,4,4,CommonFan03_Tex,测试银二扇
9032001,测试银二通,3,0,180000,4,4,CommonSpear03_Tex,测试银二通
9233001,三围固定银剑,3,2,310000,2,3,CommonSword03_Tex,三围固定银剑
9131002,被动等卡银刀,3,1,320000,15,6,CommonKnife03_Tex,被动等卡银刀
9131003,被动超卡银刀,3,1,320000,15,7,CommonKnife03_Tex,被动超卡银刀
9130002,测试无银刀二,3,1,330000,15,6,CommonKnife03_Tex,测试无银刀二
9133003,无被动三特银刀,3,1,340000,15,6,CommonKnife03_Tex,无被动三特银刀
7000101,沉虹斩,4,1,7000101,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
7000102,吞影,4,2,7000102,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
7000103,破阵,4,3,7000103,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
7000104,九天,4,4,7000104,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
7000105,片翼,4,5,7000105,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
7000111,沉虹斩,4,1,7000111,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
7000112,吞影,4,2,7000112,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
7000113,破阵,4,3,7000113,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
7000114,九天,4,4,7000114,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
7000115,片翼,4,5,7000115,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
7000201,沉虹斩,4,1,7000201,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
7000202,吞影,4,2,7000202,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
7000203,破阵,4,3,7000203,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
7000204,九天,4,4,7000204,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
7000205,片翼,4,5,7000205,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
7000211,沉虹斩,4,1,7000211,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
7000212,吞影,4,2,7000212,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
7000213,破阵,4,3,7000213,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
7000214,九天,4,4,7000214,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
7000215,片翼,4,5,7000215,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
7000301,沉虹斩,4,1,7000301,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
7000302,吞影,4,2,7000302,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
7000303,破阵,4,3,7000303,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
7000304,九天,4,4,7000304,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
7000305,片翼,4,5,7000305,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
7000311,沉虹斩,4,1,7000311,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
7000312,吞影,4,2,7000312,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
7000313,破阵,4,3,7000313,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
7000314,九天,4,4,7000314,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
7000315,片翼,4,5,7000315,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
7000401,沉虹斩,4,1,7000401,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
7000402,吞影,4,2,7000402,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
7000403,破阵,4,3,7000403,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
7000404,九天,4,4,7000404,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
7000405,片翼,4,5,7000405,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
7000411,沉虹斩,4,1,7000411,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
7000412,吞影,4,2,7000412,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
7000413,破阵,4,3,7000413,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
7000414,九天,4,4,7000414,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
7000415,片翼,4,5,7000415,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
7000501,沉虹斩,4,1,7000501,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
7000502,吞影,4,2,7000502,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
7000503,破阵,4,3,7000503,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
7000504,九天,4,4,7000504,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
7000505,片翼,4,5,7000505,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
7000511,沉虹斩,4,1,7000511,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
7000512,吞影,4,2,7000512,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
7000513,破阵,4,3,7000513,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
7000514,九天,4,4,7000514,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
7000515,片翼,4,5,7000515,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
7000601,沉虹斩,4,1,7000601,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
7000602,吞影,4,2,7000602,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
7000603,破阵,4,3,7000603,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
7000604,九天,4,4,7000604,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
7000605,片翼,4,5,7000605,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
7000701,沉虹斩,4,1,7000701,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
7000702,吞影,4,2,7000702,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
7000703,破阵,4,3,7000703,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
7000704,九天,4,4,7000704,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
7000705,片翼,4,5,7000705,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
7000711,沉虹斩,4,1,7000711,15,8,CommonKnife04_Tex,相传此刀初成，晴空即起倾盆大雨，雨毕，七彩飞虹高挂云天，艳丽不可方物。
7000712,吞影,4,2,7000712,15,8,CommonSword04_Tex,周身散发着一股邪气，令常人不敢逼视。铸剑者恐被其反噬，而将之弃于山野之中。
7000713,破阵,4,3,7000713,15,8,CommonSpear04_Tex,枪缨暗藏倒钩，造型奇特，银光闪烁。斩刺之间，可造成被刺者大量失血，杀伤力巨大。
7000714,九天,4,4,7000714,15,8,CommonBow04_Tex,后世仿制后羿射日弓所制之弓，炎气逼人。举弓遥指九重天，一箭出手，神仙难逃。
7000715,片翼,4,5,7000715,15,8,CommonFan04_Tex,北方有不知名神鸟，取其右翼之羽所制，形似单翼，泛金色光芒，故名片翼。
